word	onset	duration
again	564.48957	0.5986
Do	565.08821	0.1795
you	565.94626	0.1097
think	566.05601	0.2294
my	566.28549	0.0598
nipples	566.34535	0.4689
are	566.81429	0.0399
too	566.8542	0.2294
big	567.08367	0.1596
for	567.24331	0.6984
her	568.10136	4.7093
mouth	572.81066	0.3791
She	573.1898	0.0997
looks	573.28957	0.2893
scared	573.57891	0.5687
Doesn't	574.14762	0.2893
she	574.43696	0.1197
look	574.55669	0.1396
scared	574.69637	0.4489
You	575.32494	0.4489
know	575.77392	0.1995
I	575.97347	0.0997
don't	576.07324	0.1496
really	576.2229	0.2195
know	576.4424	0.3292
her	577.01111	0.0798
Why	577.09093	2.2548
don't	579.3458	0.1097
we	579.45556	0.1496
try	579.60522	0.2394
massaging	579.84467	0.5886
the	580.43333	0.0598
breast	580.4932	0.3392
to	580.83243	0.0598
stimulate	580.89229	0.5387
the	581.43107	0.0798
flow	581.51088	0.6186
Are	582.69819	0.0498
you	582.74807	0.1995
kidding	582.94762	0.3392
me	583.28685	0.3392
Oh	583.62608	0.0299
it's	583.65601	0.1197
so	583.77574	0.0598
frustrating	583.8356	0.2993
Why	584.13492	2.9233
doesn't	587.05828	0.4489
she	587.50726	0.2294
want	587.73673	0.7582
my	588.49501	0.1297
breast	588.87415	0.4489
I	589.44286	0.1596
don't	589.60249	0.1895
know	589.79206	0.2693
Maybe	590.06145	0.2394
she's	590.30091	0.1696
crazy	590.47052	0.5387
Oh	591.0093	0.0299
hey	591.03923	4.4199
wait	595.91814	0.2594
up	596.17755	0.0898
Hi	597.13537	0.2394
Congratulations	597.6941	1.2072
I	598.90136	0.0399
didn't	598.94127	0.4290
want	599.56984	0.1995
to	599.76939	0.1795
say	599.94898	0.2195
anything	600.16848	0.3093
in	600.47778	0.1496
front	600.62744	0.1696
of	600.79705	0.0598
Joey	600.85692	0.3292
because	601.18617	0.2095
I	601.39569	0.0898
didn't	601.48549	0.1795
know	601.66508	0.1396
if	601.80476	0.1496
he	601.95442	0.0997
knew	602.0542	0.2494
yet	602.33356	0.1995
What	602.68277	0.3990
That	603.08186	0.1496
we	603.23152	0.1097
had	603.34127	0.2095
a	603.55079	0.0299
baby	603.58073	0.4789
Let's	604.05964	0.4190
give	604.47868	0.1097
him	604.58844	0.0997
a	604.68821	0.0399
little	604.72812	0.3492
credit	605.07732	1.6662
Although	606.74354	0.2693
he	607.01293	0.1895
did	607.20249	0.3492
eat	607.5517	0.2693
a	607.82109	0.0399
piece	607.861	0.2893
of	608.15034	0.0598
plastic	608.2102	0.4589
fruit	608.66916	0.3292
earlier	608.99841	0.4290
No	609.7068	0.0598
no	609.76667	0.0598
That	609.82653	1.3569
you	611.18345	0.1496
and	611.33311	0.1795
Rachel	611.5127	0.2993
are	611.81202	0.1596
engaged	611.97166	0.6585
What	613.139	1.2970
Oh	614.43605	0.0498
it's	615.67324	0.2594
a	615.93265	0.0299
secret	616.08231	0.4190
Oh	617.08005	0.2195
goody	617.29955	0.6285
Yes	618.01791	0.2394
Ooh	618.43696	0.1496
we	618.58662	0.1297
haven't	618.71633	0.2494
done	618.96576	0.1396
the	619.10544	0.0698
secret	619.2551	0.2893
thing	619.54444	0.1396
in	619.68413	0.0897
a	619.77392	0.0299
long	619.80385	0.3492
time	620.18299	2.6040
No	622.78707	0.2993
Rachel	623.08639	0.6385
and	623.72494	0.0898
I	623.81474	0.2294
are	624.04422	0.1895
not	624.23379	0.2095
engaged	624.44331	0.5387
I	625.3712	0.2594
think	626.29909	0.2993
you	626.59841	0.1297
are	626.72812	0.3791
What	627.55624	1.5664
are	629.12268	0.0299
you	629.15261	0.2095
talking	629.36213	0.2693
about	629.63152	0.1396
Who	629.7712	0.1197
told	629.89093	0.2993
you	630.19025	0.1097
that	630.3	0.3192
Rachel	631.2678	0.4589
your	631.72676	0.1396
betrothed	631.86644	2.6340
We're	635.18889	0.1496
not	635.33855	0.2195
engaged	635.55805	0.6784
That's	636.74535	0.2394
right	636.98481	0.2095
It's	637.19433	0.1396
a	637.33401	0.0598
secret	637.45374	0.4489
Okay	637.96259	1.5464
No	639.50907	0.1895
Right	639.69864	0.2195
You	639.91814	0.1895
are	640.10771	0.0997
not	640.20748	0.2294
engaged	640.43696	0.5088
I	640.9458	0.1197
misunderstood	641.06553	1.0077
her	642.87143	1.9455
Phoebe	644.81701	0.4090
there	645.27596	0.1895
is	645.46553	0.1097
no	645.57528	0.3991
secret	645.97438	0.6086
okay	646.58299	0.2693
I	646.85238	0.1696
didn't	647.022	0.2394
propose	647.26145	0.6086
Are	648.81791	0.0598
you	648.87778	0.1795
lying	649.05737	0.3990
Is	649.91542	0.0997
this	650.01519	0.1795
like	650.19478	0.1995
that	650.39433	0.1696
time	650.56395	0.2494
you	650.81338	0.0897
tried	650.90317	0.2195
to	651.12268	0.0698
convince	651.19252	0.4390
us	651.63152	0.1496
you	651.78118	0.1197
were	651.90091	0.1895
a	652.09048	0.1795
doctor	653.09819	5.1183
I	658.21655	0.1995
am	658.4161	0.4888
a	658.95488	0.0997
doctor	659.05465	0.6185
You	659.67324	0.0598
know	659.78299	0.0698
what	659.85283	2.1251
I'm	661.978	0.0598
just	662.03787	0.3192
going	662.35714	0.6086
to	662.96576	0.2494
go	663.21519	0.3591
and	663.57438	0.5786
talk	664.15306	0.2195
to	664.37256	0.1496
Rachel	664.52222	0.3492
myself	664.87143	0.4489
All	665.49002	0.1297
right	665.61973	0.1795
Me	665.94898	0.2394
too	666.18844	0.2095
Shh	669.72041	0.2294
Should	670.43878	0.2195
we	670.65828	0.0698
wake	670.72812	0.1696
her	670.89773	0.2195
up	671.26689	0.2294
No	671.49637	0.4689
no	671.96531	0.3392
Come	672.35442	0.2793
on	672.63379	0.0997
let	672.73356	0.1596
her	672.8932	0.0897
sleep	672.98299	0.4290
She's	673.41202	0.2095
so	673.62154	0.3292
exhausted	674.01066	0.7083
And	674.96848	0.1795
so	675.14807	0.5487
engaged	675.69683	0.7482
Oh	676.73447	0.0299
my	676.7644	0.0698
God	676.90408	0.2494
She	677.15351	0.0898
she	677.87188	0.0598
thinks	677.93175	1.9356
we're	680.66553	0.1097
engaged	681.65329	0.9278
Why	685.37483	2.6839
why	688.92676	5.0684
why	693.99524	0.3392
would	694.33447	0.4489
she	694.78345	0.2394
think	695.0229	0.3591
we're	695.38209	0.0897
engaged	695.47188	0.7582
Perhaps	696.57937	0.5786
because	697.15805	0.2494
you	697.40748	0.1795
gave	697.58707	0.2095
her	697.7966	0.1596
an	697.95624	0.0598
engagement	698.0161	0.7083
ring	698.72449	0.2793
You	699.93175	0.1297
know	700.09138	0.2793
Ross	700.37075	0.2095
doctors	700.7	0.4290
are	701.12902	0.0598
supposed	701.18889	0.3492
to	701.5381	0.0598
be	701.59796	0.1396
smart	701.73764	0.4489
I	702.47596	1.4167
didn't	704.27188	0.3392
give	704.61111	0.2494
her	704.86054	0.1197
that	704.98027	0.2394
ring	705.23968	0.5387
You	706.00794	0.0897
didn't	706.09773	0.3591
No	706.51678	0.6385
So	707.68413	0.2195
whose	707.90363	0.2594
ring	708.16304	0.1596
is	708.32268	0.2095
it	708.5322	0.2095
It's	709.29048	0.1995
mine	709.49002	0.5587
Is	710.04875	0.0698
it	710.31814	0.2095
an	710.52766	1.2272
engagement	712.29365	0.8081
ring	713.10181	0.1496
Yes	713.53084	0.6684
But	714.38889	0.1596
you	714.54853	0.2095
didn't	714.75805	0.1895
give	714.94762	0.1596
it	715.10726	0.1696
to	715.27687	0.8381
her	716.33447	0.0897
No	716.42426	0.4789
But	716.90317	0.6385
you	717.54172	0.5487
were	718.09048	0.3791
going	718.93855	0.2095
to	719.29773	0.5288
propose	719.82653	0.4489
No	720.33537	0.2494
Huh	720.75442	2.4244
I	723.92721	0.1396
might	724.21655	0.6285
be	724.84512	0.3492
losing	725.19433	0.1995
interest	725.39388	0.8380
in	726.23197	0.2095
this	726.54127	0.1596
Look	726.70091	0.1895
look	726.89048	0.0997
my	726.99025	0.1396
mom	727.12993	0.1795
gave	727.30952	0.0898
me	727.39932	5.9265
that	733.32585	0.0898
ring	733.41565	0.0897
